perl(Data::HexDump),perl-Data-HexDump-0.02-18.fc21.noarch
perl(IO),4:perl-5.18.4-304.fc21.x86_64
perl(GSSAPI),perl-GSSAPI-0.28-12.fc21.x86_64
perl(Digest::HMAC),perl-Digest-HMAC-1.03-8.fc21.noarch
perl(CGI),perl-CGI-4.03-1.fc21.noarch
perl(Set::IntSpan),perl-Set-IntSpan-1.19-4.fc21.noarch
perl(Class::Accessor),perl-Class-Accessor-0.34-15.fc21.noarch
perl(Hash::Case),perl-Hash-Case-1.20.0-2.fc21.noarch
perl(Taint::Runtime),perl-Taint-Runtime-0.03-22.fc21.x86_64
perl(Crypt::Blowfish),perl-Crypt-Blowfish-2.12.001-4.fc21.x86_64
perl(JSON),perl-JSON-2.90-2.fc21.noarch
perl(Template::Alloy),perl-Template-Alloy-1.020-2.fc21.noarch
perl(Template::View),perl-Template-Toolkit-2.25-4.fc21.x86_64
perl(Config::IniHash),perl-Config-IniHash-3.01.01-7.fc21.noarch
perl(Text::Abbrev),4:perl-5.18.4-304.fc21.x86_64
perl(Class::Struct),4:perl-5.18.4-304.fc21.x86_64
perl(DBD::Pg),perl-DBD-Pg-3.4.1-1.fc21.x86_64
perl(Safe),4:perl-5.18.4-304.fc21.x86_64
perl(FreezeThaw),perl-FreezeThaw-0.5001-13.fc21.noarch
perl(UNIVERSAL::require),perl-UNIVERSAL-require-0.17-2.fc21.noarch
perl(Date::Simple),perl-Date-Simple-3.03-17.fc21.x86_64
perl(CGI::Untaint),perl-CGI-Untaint-1.26-20.fc21.noarch
perl(Email::Valid),perl-Email-Valid-1.192-2.fc21.noarch
perl(Mail::Address),perl-MailTools-2.13-2.fc21.noarch
perl(Object::Accessor),1:perl-Object-Accessor-0.48-5.fc21.noarch
perl(Parse::CPAN::Meta),1:perl-Parse-CPAN-Meta-1.4414-3.fc21.noarch
perl(Module::CoreList),1:perl-Module-CoreList-3.13-304.fc21.noarch
perl(DBD::SQLite),perl-DBD-SQLite-1.42-3.fc21.x86_64
perl(File::Fetch),perl-File-Fetch-0.48-2.fc21.noarch
perl(Archive::Extract),1:perl-Archive-Extract-0.72-2.fc21.noarch
perl(Module::Load),1:perl-Module-Load-0.32-2.fc21.noarch
perl(Log::Message),1:perl-Log-Message-0.08-5.fc21.noarch
perl(Term::ReadLine),4:perl-5.18.4-304.fc21.x86_64
perl(File::stat),4:perl-5.18.4-304.fc21.x86_64
perl(Module::Loaded),1:perl-Module-Loaded-0.08-304.fc21.noarch
perl(Term::UI),perl-Term-UI-0.42-2.fc21.noarch
perl(DBIx::Simple),perl-DBIx-Simple-1.35-10.fc21.noarch
perl(Package::Constants),1:perl-Package-Constants-0.04-1.fc21.noarch
perl(File::NFSLock),perl-File-NFSLock-1.24-1.fc21.noarch
perl(warnings::register),4:perl-5.18.4-304.fc21.x86_64
perl(Heap::Fibonacci),perl-Heap-0.80-16.fc21.noarch
perl(Digest::SHA),1:perl-Digest-SHA-5.92-3.fc21.x86_64
perl(Heap::Elem),perl-Heap-0.80-16.fc21.noarch
perl(IPC::ShareLite),perl-IPC-ShareLite-0.17-14.fc21.x86_64
perl(ExtUtils::PkgConfig),perl-ExtUtils-PkgConfig-1.15-1.fc21.noarch
perl(ExtUtils::Depends),perl-ExtUtils-Depends-0.400-1.fc21.noarch
perl(Test::Number::Delta),perl-Test-Number-Delta-1.03-16.fc21.noarch
perl(DateTime),2:perl-DateTime-1.12-1.fc21.x86_64
perl(Pod::Tests),perl-Pod-Tests-1.19-16.fc21.noarch
perl(Carp::Assert),perl-Carp-Assert-0.20-17.fc21.noarch
flow-tools-devel,flow-tools-devel-0.68.5.1-15.fc21.x86_64
perl(GD),perl-GD-2.50-3.fc21.x86_64
perl(Sub::Name),perl-Sub-Name-0.12-1.fc21.x86_64
perl(Class::Accessor::Fast),perl-Class-Accessor-0.34-15.fc21.noarch
/usr/bin/pod2text,perl-podlators-2.5.3-2.fc21.noarch
perl(prefork),perl-prefork-1.04-14.fc21.noarch
perl(MRO::Compat),perl-MRO-Compat-0.12-5.fc21.noarch
perl(Algorithm::C3),perl-Algorithm-C3-0.09-2.fc21.noarch
perl(NEXT),4:perl-5.18.4-304.fc21.x86_64
perl(UNIVERSAL::moniker),perl-UNIVERSAL-moniker-0.08-23.fc21.noarch
perl(Time::Piece::MySQL),perl-Time-Piece-MySQL-0.05-21.fc21.noarch
perl-DBD-Pg,perl-DBD-Pg-3.4.1-1.fc21.x86_64
perl(Class::Trigger),perl-Class-Trigger-0.14-13.fc21.noarch
perl(Ima::DBI),perl-Ima-DBI-0.35-19.fc21.noarch
perl(Class::Data::Inheritable),perl-Class-Data-Inheritable-0.08-17.fc21.noarch
perl(SQL::Abstract),perl-SQL-Abstract-1.77-2.fc21.noarch
perl(Class::DBI),perl-Class-DBI-3.0.17-19.fc21.noarch
perl(SQL::Abstract::Limit),perl-SQL-Abstract-Limit-0.141-16.fc21.noarch
perl(HTML::Element),1:perl-HTML-Tree-5.03-6.fc21.noarch
perl(Class::DBI::Plugin::Type),perl-Class-DBI-Plugin-Type-0.02-23.fc21.noarch
perl(Class::DBI::SQLite),perl-Class-DBI-SQLite-0.11-21.fc21.noarch
perl(Class::DBI::mysql),perl-Class-DBI-mysql-1.00-21.fc21.noarch
perl(Class::DBI::Pg),perl-Class-DBI-Pg-0.09-20.fc21.noarch
perl(Lingua::EN::Inflect),perl-Lingua-EN-Inflect-1.895-4.fc21.noarch
perl(Class::DBI::Loader),perl-Class-DBI-Loader-0.34-19.fc21.noarch
perl(Lingua::EN::Inflect::Number),perl-Lingua-EN-Inflect-Number-1.1-23.fc21.noarch
perl(Data::Page),perl-Data-Page-2.02-12.fc21.noarch
perl(Exporter::Lite),perl-Exporter-Lite-0.02-20.fc21.noarch
perl(Class::DBI::Plugin),perl-Class-DBI-Plugin-0.03-24.fc21.noarch
perl(CPAN::Meta::Prereqs),perl-CPAN-Meta-2.142060-1.fc21.noarch
perl(CPAN::Meta),perl-CPAN-Meta-2.142060-1.fc21.noarch
perl(Tie::RefHash),4:perl-5.18.4-304.fc21.x86_64
perl(Attribute::Handlers),4:perl-5.18.4-304.fc21.x86_64
perl(Tie::Array),4:perl-5.18.4-304.fc21.x86_64
perl(Tie::Scalar),4:perl-5.18.4-304.fc21.x86_64
perl(IPC::Run),perl-IPC-Run-0.92-6.fc21.noarch
perl(Tie::StdHash),4:perl-5.18.4-304.fc21.x86_64
perl(Tie::StdArray),4:perl-5.18.4-304.fc21.x86_64
perl(Tie::StdScalar),4:perl-5.18.4-304.fc21.x86_64
perl(B::Deparse),4:perl-5.18.4-304.fc21.x86_64
perl(Class::ISA),perl-Class-ISA-0.36-1013.fc21.noarch
perl(Devel::StackTrace),1:perl-Devel-StackTrace-1.34-1.fc21.noarch
perl(Hash::Util::FieldHash),4:perl-5.18.4-304.fc21.x86_64
perl(YAML::XS),perl-YAML-LibYAML-0.52-1.fc21.x86_64
perl(Config::General),perl-Config-General-2.56-2.fc21.noarch
perl(JSON::XS),1:perl-JSON-XS-3.01-3.fc21.x86_64
perl(Config::Tiny),perl-Config-Tiny-2.20-2.fc21.noarch
perl(Carp::Heavy),perl-Carp-1.33.01-2.fc21.noarch
perl(Module::Build::Compat),2:perl-Module-Build-0.42.06-1.fc21.noarch
perl(Hash::WithDefaults),perl-Hash-WithDefaults-0.05-7.fc21.noarch
perl(Want),perl-Want-0.23-3.fc21.x86_64
perl(Test::CPAN::Changes),perl-CPAN-Changes-0.30-1.fc21.noarch
perl(Test::Most),perl-Test-Most-0.34-1.fc21.noarch
perl(Pod::Coverage),perl-Pod-Coverage-0.23-5.fc21.noarch
perl(Class::ErrorHandler),perl-Class-ErrorHandler-0.03-2.fc21.noarch
perl(Crypt::DES_EDE3),perl-Crypt-DES_EDE3-0.01-21.fc21.noarch
perl(MIME::Body),perl-MIME-tools-5.505-2.fc21.noarch
perl(IO::Wrap),perl-IO-stringy-2.110-25.fc21.noarch
perl(Crypt::CBC),perl-Crypt-CBC-2.33-4.fc21.noarch
perl(Crypt::DES),perl-Crypt-DES-2.07-3.fc21.x86_64
perl(Crypt::Rijndael),perl-Crypt-Rijndael-1.11-6.fc21.x86_64
perl(Crypt::Blowfish_PP),perl-Crypt-Blowfish_PP-1.12-8.fc21.noarch
perl(Test::Builder::Module),perl-Test-Simple-1.001006-1.fc21.noarch
perl(Math::BigInt::GMP),perl-Math-BigInt-GMP-1.37-7.fc21.x86_64
perl(Data::Buffer),perl-Data-Buffer-0.04-20.fc21.noarch
perl(Convert::PEM),perl-Convert-PEM-0.08-12.fc21.noarch
perl(File::Which),perl-File-Which-1.09-16.fc21.noarch
perl(Crypt::Random),perl-Crypt-Random-1.25-19.fc21.noarch
perl(Math::Pari),perl-Math-Pari-2.010808-2.fc21.x86_64
perl(Digest::MD2),perl-Digest-MD2-2.04-3.fc21.x86_64
perl(Crypt::Primes),perl-Crypt-Primes-0.50-21.fc21.noarch
perl(Class::Loader),perl-Class-Loader-2.03-21.fc21.noarch
perl(Convert::ASCII::Armour),perl-Convert-ASCII-Armour-1.4-22.fc21.noarch
perl(Tie::EncryptedHash),perl-Tie-EncryptedHash-1.24-15.fc21.noarch
perl(Sort::Versions),perl-Sort-Versions-1.60-1.fc21.noarch
perl(Digest::MD4),perl-Digest-MD4-1.9-5.fc21.x86_64
perl(DBD::File),perl-DBI-1.631-5.fc21.x86_64
perl(Text::CSV_XS),perl-Text-CSV_XS-1.11-1.fc21.x86_64
perl(locale),4:perl-5.18.4-304.fc21.x86_64
perl(Class::ReturnValue),perl-Class-ReturnValue-0.55-16.fc21.noarch
perl(ExtUtils::AutoInstall),perl-ExtUtils-AutoInstall-0.63-24.fc21.noarch
perl(capitalization),perl-capitalization-0.03-20.fc21.noarch
perl(Cache::Simple::TimedExpiry),perl-Cache-Simple-TimedExpiry-0.27-18.fc21.noarch
perl(DBIx::DBSchema),perl-DBIx-DBSchema-0.44-2.fc21.noarch
perl(FileHandle::Fmode),perl-FileHandle-Fmode-0.09-21.fc21.x86_64
perl(Pod::Simple),1:perl-Pod-Simple-3.28-293.fc21.noarch
perl(Scalar::Properties),perl-Scalar-Properties-1.100860-5.fc21.noarch
perl(File::Find::Rule),perl-File-Find-Rule-0.33-8.fc21.noarch
perl(Sub::Install),perl-Sub-Install-0.928-1.fc21.noarch
perl(Class::Accessor::Chained::Fast),perl-Class-Accessor-Chained-0.01-23.fc21.noarch
perl(Graph::Directed),perl-Graph-0.96-3.fc21.noarch
perl(Tk),perl-Tk-804.031-7.fc21.x86_64
perl(XML::LibXSLT),perl-XML-LibXSLT-1.92-3.fc21.x86_64
perl(Test::Warnings),perl-Test-Warnings-0.016-1.fc21.noarch
perl(DateTime::TimeZone),perl-DateTime-TimeZone-1.75-1.fc21.noarch
perl(Test::Fatal),perl-Test-Fatal-0.013-2.fc21.noarch
perl(DateTime::Locale),perl-DateTime-Locale-0.45-9.fc21.noarch
perl(DateTime::SpanSet),perl-DateTime-Set-0.3400-2.fc21.noarch
perl(DateTime::Span),perl-DateTime-Set-0.3400-2.fc21.noarch
perl(DateTime::Event::Recurrence),perl-DateTime-Event-Recurrence-0.16-21.fc21.noarch
perl(DateTime::Set),perl-DateTime-Set-0.3400-2.fc21.noarch
perl(DateTime::Format::HTTP),perl-DateTime-Format-HTTP-0.40-11.fc21.noarch
perl(DateTime::Format::Mail),perl-DateTime-Format-Mail-0.3001-20.fc21.noarch
perl(DateTime::Format::IBeat),perl-DateTime-Format-IBeat-0.161-20.fc21.noarch
perl(DateTime::Format::Strptime),perl-DateTime-Format-Strptime-1.5600-1.fc21.noarch
perl(Class::Factory::Util),perl-Class-Factory-Util-1.7-18.fc21.noarch
perl(DateTime::Event::ICal),perl-DateTime-Event-ICal-0.11-2.fc21.noarch
perl(DateTime::Format::Builder),perl-DateTime-Format-Builder-0.8100-5.fc21.noarch
perl(Set::Infinite),perl-Set-Infinite-0.65-12.fc21.noarch
perl(DateTime::Duration),2:perl-DateTime-1.12-1.fc21.x86_64
perl(DateTime::Infinite),2:perl-DateTime-1.12-1.fc21.x86_64
perl(B),4:perl-5.18.4-304.fc21.x86_64
perl(PadWalker),perl-PadWalker-1.98-3.fc21.x86_64
perl(JSON::PP),perl-JSON-PP-2.27300-1.fc21.noarch
perl(Template::Provider),perl-Template-Toolkit-2.25-4.fc21.x86_64
perl(Browser::Open),perl-Browser-Open-0.04-8.fc21.noarch
perl(Pod::Coverage::CountParents),perl-Pod-Coverage-0.23-5.fc21.noarch
perl(Test::Differences),perl-Test-Differences-0.5000-12.fc21.noarch
perl(PPI::HTML),perl-PPI-HTML-1.08-6.fc21.noarch
perl(Perl::Tidy),perltidy-20140711-1.fc21.noarch
perl(B::Debug),4:perl-5.18.4-304.fc21.x86_64
perl(Parallel::Iterator),perl-Parallel-Iterator-1.00-10.fc21.noarch
perl(Test::Synopsis),perl-Test-Synopsis-0.11-1.fc21.noarch
perl(Email::MIME),perl-Email-MIME-1.926-2.fc21.noarch
perl(Email::Simple),perl-Email-Simple-2.203-2.fc21.noarch
perl(MIME::Entity),perl-MIME-tools-5.505-2.fc21.noarch
perl(Mail::Message),perl-Mail-Box-2.107-6.fc21.noarch
perl(Capture::Tiny),perl-Capture-Tiny-0.25-1.fc21.noarch
perl(Email::Date::Format),perl-Email-Date-Format-1.002-18.fc21.noarch
perl(Time::Piece),perl-Time-Piece-1.20.1-304.fc21.x86_64
perl(Email::Abstract),perl-Email-Abstract-3.007-2.fc21.noarch
perl(Email::Simple::Creator),perl-Email-Simple-2.203-2.fc21.noarch
perl(Email::MessageID),perl-Email-MessageID-1.404-2.fc21.noarch
perl(Email::Simple::Header),perl-Email-Simple-2.203-2.fc21.noarch
perl(Email::MIME::ContentType),perl-Email-MIME-ContentType-1.017-2.fc21.noarch
perl(blib),4:perl-5.18.4-304.fc21.x86_64
perl(Email::MIME::Encodings),perl-Email-MIME-Encodings-1.315-2.fc21.noarch
perl(Email::Address),perl-Email-Address-1.905-1.fc21.noarch
perl(MIME::Types),perl-MIME-Types-2.04-2.fc21.noarch
perl(Email::MIME::Modifier),perl-Email-MIME-1.926-2.fc21.noarch
perl(MIME::QuotedPrint),4:perl-5.18.4-304.fc21.x86_64
perl(Mail::Internet),perl-MailTools-2.13-2.fc21.noarch
perl(Return::Value),perl-Return-Value-1.666004-2.fc21.noarch
perl(IO::All),perl-IO-All-0.68-1.fc21.noarch
perl(Net::Domain::TLD),perl-Net-Domain-TLD-1.70-2.fc21.noarch
perl(IO::CaptureOutput),perl-IO-CaptureOutput-1.1102-12.fc21.noarch
perl(IO::Tty),perl-IO-Tty-1.12-1.fc21.x86_64
perl(Expect),perl-Expect-1.21-17.fc21.noarch
perl(CPANPLUS),perl-CPANPLUS-0.91.52-2.fc21.noarch
perl(attributes),4:perl-5.18.4-304.fc21.x86_64
perl(re),4:perl-5.18.4-304.fc21.x86_64
perl(Parse::RecDescent),perl-Parse-RecDescent-1.967009-8.fc21.noarch
perl(Readonly),perl-Readonly-2.00-1.fc21.noarch
perl(File::BaseDir),perl-File-BaseDir-0.03-17.fc21.noarch
perl(Test::Distribution),perl-Test-Distribution-2.00-17.fc21.noarch
perl(Number::Compare),perl-Number-Compare-0.03-9.fc21.noarch
perl(Text::Glob),perl-Text-Glob-0.09-10.fc21.noarch
perl(PPI),perl-PPI-1.218-1.fc21.noarch
perl(File::Remove),perl-File-Remove-1.52-8.fc21.noarch
perl(File::Copy::Recursive),perl-File-Copy-Recursive-0.38-17.fc21.noarch
perl(ExtUtils::MM_Unix),perl-ExtUtils-MakeMaker-6.98-2.fc21.noarch
perl(File::MMagic),perl-File-MMagic-1.30-4.fc21.noarch
perl(File::DesktopEntry),perl-File-DesktopEntry-0.08-2.fc21.noarch
perl(Test::Script),perl-Test-Script-1.07-16.fc21.noarch
perl(Devel::Leak),perl-Devel-Leak-0.03-25.fc21.x86_64
perl(LWP::Protocol::https),perl-LWP-Protocol-https-6.06-3.fc21.noarch
perl(Mozilla::CA),perl-Mozilla-CA-20130114-6.fc21.noarch
perl(URI::QueryParam),perl-URI-1.64-1.fc21.noarch
perl(Date::Calc),perl-Date-Calc-6.3-16.fc21.noarch
perl(HTML::TableExtract),perl-HTML-TableExtract-2.11-5.fc21.noarch
perl(Crypt::SSLeay),perl-Crypt-SSLeay-0.72-4.fc21.x86_64
/usr/share/a2ps/afm/phvr.afm,a2ps-4.14-26.fc21.x86_64
perl(SVG),perl-SVG-2.49-15.fc21.noarch
perl(GD::Text),perl-GDTextUtil-0.86-26.fc21.noarch
perl(GD::Text::Align),perl-GDTextUtil-0.86-26.fc21.noarch
perl(GD::Graph),1:perl-GDGraph-1.48-2.fc21.noarch
perl(Device::SerialPort),perl-Device-SerialPort-1.04-19.fc21.x86_64
perl(Glib::MakeHelper),perl-Glib-devel-1.305-2.fc21.x86_64
gstreamer-plugins-base,gstreamer-plugins-base-0.10.36-11.fc21.x86_64
perl(Glib::CodeGen),perl-Glib-1.305-2.fc21.x86_64
perl(Geo::Constants),perl-Geo-Constants-0.06-16.fc21.noarch
perl(Geo::Functions),perl-Geo-Functions-0.07-15.fc21.noarch
perl(Geo::Ellipsoids),perl-Geo-Ellipsoids-0.16-14.fc21.noarch
perl(Test::ConsistentVersion),perl-Test-ConsistentVersion-0.2.3-10.fc21.noarch
perl(I18N::Langinfo),4:perl-5.18.4-304.fc21.x86_64
perl(Module::Install::Base),perl-Module-Install-1.06-7.fc21.noarch
perl(MooX::late),perl-MooX-late-0.014-4.fc21.noarch
gpg,gnupg-1.4.18-2.fc21.x86_64
perl(MooX::HandlesVia),perl-MooX-HandlesVia-0.001005-3.fc21.noarch
perl(Moo::Role),perl-Moo-1.006000-1.fc21.noarch
perl(Math::Complex),4:perl-5.18.4-304.fc21.x86_64
perl(XML::Twig),perl-XML-Twig-3.48-2.fc21.noarch
perl(XML::XPath),perl-XML-XPath-1.13-25.fc21.noarch
perl(Pod::Readme),perl-Pod-Readme-0.110-10.fc21.noarch
perl(Test::Portability::Files),perl-Test-Portability-Files-0.06-2.fc21.noarch
perl(Color::Library),perl-Color-Library-0.021-3.fc21.noarch
perl(Pango),perl-Pango-1.226-2.fc21.x86_64
perl(Cairo),perl-Cairo-1.104-2.fc21.x86_64
perl(Gtk2::Ex::Utils),perl-Gtk2-Ex-Utils-0.09-18.fc21.noarch
perl(File::Type),perl-File-Type-0.22-20.fc21.noarch
perl(Gtk2::Ex::Constants),perl-Gtk2-Ex-Utils-0.09-18.fc21.noarch
perl(Gtk2::Ex::Simple::List),perl-Gtk2-Ex-Simple-List-0.50-19.fc21.noarch
perl(Pod::Simple::Search),1:perl-Pod-Simple-3.28-293.fc21.noarch
perl(Gtk2::TestHelper),perl-Gtk2-1.2492-2.fc21.x86_64
perl(Gtk2::CodeGen),perl-Gtk2-1.2492-2.fc21.x86_64
perl(Font::Metrics::Courier),perl-Font-AFM-1.20-16.fc21.noarch
perl(Font::Metrics::HelveticaOblique),perl-Font-AFM-1.20-16.fc21.noarch
perl(Test::NoTabs),perl-Test-NoTabs-1.3-9.fc21.noarch
perl(Pod::Wordlist::hanekomu),perl-Pod-Wordlist-hanekomu-1.132680-2.fc21.noarch
perl(Test::HasVersion),perl-Test-HasVersion-0.012-10.fc21.noarch
perl(Font::Metrics::TimesBold),perl-Font-AFM-1.20-16.fc21.noarch
perl(Font::Metrics::CourierBold),perl-Font-AFM-1.20-16.fc21.noarch
perl(Test::EOL),perl-Test-EOL-1.5-5.fc21.noarch
perl(Font::Metrics::TimesRoman),perl-Font-AFM-1.20-16.fc21.noarch
perl(Font::Metrics::HelveticaBoldOblique),perl-Font-AFM-1.20-16.fc21.noarch
perl(Font::Metrics::Helvetica),perl-Font-AFM-1.20-16.fc21.noarch
perl(Font::AFM),perl-Font-AFM-1.20-16.fc21.noarch
perl(Font::Metrics::TimesItalic),perl-Font-AFM-1.20-16.fc21.noarch
perl(Font::Metrics::CourierOblique),perl-Font-AFM-1.20-16.fc21.noarch
perl(Font::Metrics::HelveticaBold),perl-Font-AFM-1.20-16.fc21.noarch
perl(Font::Metrics::TimesBoldItalic),perl-Font-AFM-1.20-16.fc21.noarch
perl(Font::Metrics::CourierBoldOblique),perl-Font-AFM-1.20-16.fc21.noarch
perl(Test::Vars),perl-Test-Vars-0.005-5.fc21.noarch
perl(Test::DistManifest),perl-Test-DistManifest-1.012-7.fc21.noarch
perl(HTML::FormatText),perl-HTML-Format-2.11-2.fc21.noarch
perl(URI::WithBase),perl-URI-1.64-1.fc21.noarch
perl(Log::Any),perl-Log-Any-0.15-4.fc21.noarch
perl(mod_perl2),mod_perl-2.0.8-9.20140624svn1602105.fc21.x86_64
perl(CHI),perl-CHI-0.58-1.fc21.noarch
perl(Test::Memory::Cycle),perl-Test-Memory-Cycle-1.04-20.fc21.noarch
perl(HTML::ElementTable),perl-HTML-Element-Extended-1.18-4.fc21.noarch
perl(IPC::SharedCache),perl-IPC-SharedCache-1.3-24.fc21.noarch
perl(GTop),perl-GTop-0.18-9.fc21.x86_64
perl(Data::Dump),perl-Data-Dump-1.22-2.fc21.noarch
perl(Test::FailWarnings),perl-Test-FailWarnings-0.008-2.fc21.noarch
perl(HTTP::Request::Params),perl-HTTP-Request-Params-1.01-17.fc21.noarch
perl(HTTP::Proxy),perl-HTTP-Proxy-0.25-7.fc21.noarch
perl(HTML::TokeParser),perl-HTML-Parser-3.71-6.fc21.x86_64
perl(ExtUtils::Manifest),perl-ExtUtils-Manifest-1.63-2.fc21.noarch
perl(Hook::LexWrap),perl-Hook-LexWrap-0.24-5.fc21.noarch
perl(HTML::Mason),1:perl-HTML-Mason-1.54-2.fc21.noarch
perl(HTTP::Server::Simple),perl-HTTP-Server-Simple-0.44-9.fc21.noarch
perl(Log::Report),perl-Log-Report-1.05-1.fc21.noarch
perl(File::MimeInfo),perl-File-MimeInfo-0.26-2.fc21.noarch
perl(File::ReadBackwards),perl-File-ReadBackwards-1.05-2.fc21.noarch
perl(Tie::File),4:perl-5.18.4-304.fc21.x86_64
perl(Inline::C),perl-Inline-C-0.64-1.fc21.noarch
perl(Digest),perl-Digest-1.17-292.fc21.noarch
perl(PerlIO::via::dynamic),perl-PerlIO-via-dynamic-0.14-5.fc21.noarch
perl(Tie::Handle),4:perl-5.18.4-304.fc21.x86_64
perl(IPC::Semaphore),4:perl-5.18.4-304.fc21.x86_64
perl(IPC::SysV),4:perl-5.18.4-304.fc21.x86_64
perl(DBIx::ContextualFetch),perl-DBIx-ContextualFetch-1.03-22.fc21.noarch
perl(ExtUtils::Command::MM),perl-ExtUtils-MakeMaker-6.98-2.fc21.noarch
perl(XML::LibXML::Reader),1:perl-XML-LibXML-2.0116-3.fc21.x86_64
perl(Image::Xpm),perl-Image-Xpm-1.09-23.fc21.noarch
perl(Image::Xbm),perl-Image-Xbm-1.08-23.fc21.noarch
perl(Image::Magick),ImageMagick-perl-6.8.8.10-5.fc21.x86_64
perl(Image::Base),perl-Image-Base-1.07-24.fc21.noarch
rgb,xorg-x11-server-utils-7.7-7.fc21.x86_64
perl(Affix::Infix2Postfix),perl-Affix-Infix2Postfix-0.03-16.fc21.noarch
perl(Image::Math::Constrain),perl-Image-Math-Constrain-1.02-16.fc21.noarch
perl(Math::BigFloat),4:perl-5.18.4-304.fc21.x86_64
perl(Encode::Alias),1:perl-Encode-2.62-3.fc21.x86_64
perl(Encode::JP::H2Z),1:perl-Encode-2.62-3.fc21.x86_64
perl(Encode::Guess),1:perl-Encode-2.62-3.fc21.x86_64
perl(Spoon),perl-Spoon-0.24-22.fc21.noarch
perl(Kwiki),perl-Kwiki-0.39-21.fc21.noarch
perl(Kwiki::Revisions),perl-Kwiki-Revisions-0.15-26.fc21.noarch
perl(Spiffy),perl-Spiffy-0.42-1.fc21.noarch
perl(Kwiki::UserPreferences),perl-Kwiki-UserPreferences-0.13-25.fc21.noarch
perl(Kwiki::UserName),perl-Kwiki-UserName-0.14-26.fc21.noarch
perl(Kwiki::Users),perl-Kwiki-0.39-21.fc21.noarch
perl(Locale::Maketext),perl-Locale-Maketext-1.25-2.fc21.noarch
perl(YAML::Loader),perl-YAML-1.12-1.fc21.noarch
perl(Template::Constants),perl-Template-Toolkit-2.25-4.fc21.x86_64
perl(Template::Directive),perl-Template-Toolkit-2.25-4.fc21.x86_64
perl(Template::Parser),perl-Template-Toolkit-2.25-4.fc21.x86_64
/usr/bin/msgunfmt,gettext-0.19.2-4.fc21.x86_64
perl(Lingua::EN::Sentence),perl-Lingua-EN-Sentence-0.25-2.fc21.noarch
perl(Text::Haml),perl-Text-Haml-0.990116-2.fc21.noarch
perl(MIME::Lite),perl-MIME-Lite-3.030-2.fc21.noarch
perl(Mail::Sender),perl-Mail-Sender-0.8.21-5.fc21.noarch
perl(Mail::Send),perl-MailTools-2.13-2.fc21.noarch
perl(Sys::Syslog),perl-Sys-Syslog-0.33-6.fc21.x86_64
perl(Apache2::Log),mod_perl-2.0.8-9.20140624svn1602105.fc21.x86_64
perl(Test::Requires),perl-Test-Requires-0.08-1.fc21.noarch
perl(Dist::CheckConflicts),perl-Dist-CheckConflicts-0.11-2.fc21.noarch
perl(Mail::Sendmail),perl-Mail-Sendmail-0.79-24.fc21.noarch
perl(AppConfig),perl-AppConfig-1.66-22.fc21.noarch
perl(Log::Dispatch),perl-Log-Dispatch-2.42-1.fc21.noarch
perl(Log::Dispatch::Syslog),perl-Log-Dispatch-2.42-1.fc21.noarch
perl(DBD::CSV),perl-DBD-CSV-0.44-1.fc21.noarch
perl(Log::Dispatch::Screen),perl-Log-Dispatch-2.42-1.fc21.noarch
perl(Log::Dispatch::File),perl-Log-Dispatch-2.42-1.fc21.noarch
perl(Log::Dispatch::FileRotate),perl-Log-Dispatch-FileRotate-1.19-16.fc21.noarch
perl(XML::DOM),perl-XML-DOM-1.44-21.fc21.noarch
perl(RRDs),rrdtool-perl-1.4.9-1.fc21.x86_64
perl(Net::SMTP),4:perl-5.18.4-304.fc21.x86_64
perl(Mail::Header),perl-MailTools-2.13-2.fc21.noarch
perl(Mail::Field),perl-MailTools-2.13-2.fc21.noarch
perl-MailTools,perl-MailTools-2.13-2.fc21.noarch
perl(Mail::Transport::Dbx),perl-Mail-Transport-Dbx-0.07-21.fc21.x86_64
perl(Mail::IMAPClient),perl-Mail-IMAPClient-3.35-2.fc21.noarch
perl(Time::Zone),1:perl-TimeDate-2.30-4.fc21.noarch
perl(Text::Autoformat),perl-Text-Autoformat-1.669004-2.fc21.noarch
perl(User::Identity),perl-User-Identity-0.93-11.fc21.noarch
perl(Object::Realize::Later),perl-Object-Realize-Later-0.18-18.fc21.noarch
/usr/bin/gpg-agent,gnupg2-2.0.25-2.fc21.x86_64
/usr/bin/gpg,gnupg-1.4.18-2.fc21.x86_64
/usr/libexec/gpg-preset-passphrase,gnupg2-2.0.25-2.fc21.x86_64
perl(MIME::Parser),perl-MIME-tools-5.505-2.fc21.noarch
perl(GnuPG::Interface),perl-GnuPG-Interface-0.50-3.fc21.noarch
perl(Text::Diff),perl-Text-Diff-1.41-8.fc21.noarch
perl(FileHandle::Unget),perl-FileHandle-Unget-0.1623-16.fc21.noarch
/usr/bin/diff,diffutils-3.3-9.fc21.x86_64
perl(Date::Format),1:perl-TimeDate-2.30-4.fc21.noarch
perl(ExtUtils::Constant),4:perl-5.18.4-304.fc21.x86_64
libpari23-devel,libpari23-devel-2.3.5-7.fc21.x86_64
perl(subs),4:perl-5.18.4-304.fc21.x86_64
perl(Object::InsideOut),perl-Object-InsideOut-3.98-2.fc21.noarch
perl(Object::InsideOut::Util),perl-Object-InsideOut-3.98-2.fc21.noarch
perl(File::MMagic::XS),perl-File-MMagic-XS-0.09006-16.fc21.x86_64
